,Unnamed: 0,Column,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,earliest_cr_line,mths_since_last_delinq,open_acc,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,application_type,tot_cur_bal,open_act_il,mths_since_rcnt_il,total_bal_il,il_util,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mths_since_recent_bc,mths_since_recent_inq,mths_since_recent_revol_delinq,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_op_past_12m,pct_tl_nvr_dlq,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
78834,78834,78834,12000,12000,12000, 36 months,6.46,367.57,7,1.0,5,45000.0,Not Verified,Jan-19,Fully Paid,small_business,TX,24.05,Oct-08,,12,13316,23.4,21,w,0.0,0.0,12032.29667,12032.3,12000.0,32.3,Feb-19,12036.61,,May-19,Individual,38292,2,14.0,24308,61.0,0,5235,39.0,57000,1,4255.0,33656.0,22.6,93.0,123,33,14,33.0,11.0,,2,3,6,10,7,8,12,3,12,0,100.0,98952,38292,43500,39676
78846,78846,78846,12000,12000,12000, 36 months,16.14,422.72,5,1.0,6,262000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,LA,8.17,Jan-11,17.0,15,13078,53.4,33,w,0.0,0.0,12224.31978,12224.32,12000.0,224.32,Mar-19,73.36,,Mar-19,Individual,227790,2,14.0,28931,54.0,6,2967,54.0,24500,9,15186.0,1456.0,85.6,90.0,96,16,14,21.0,0.0,,5,9,5,8,12,11,20,9,15,0,97.0,269885,42009,10100,53885
78852,78852,78852,10600,10600,10600, 36 months,7.02,327.4,7,,5,90849.0,Not Verified,Jan-19,Fully Paid,home_improvement,CA,17.82,Apr-84,37.0,5,3721,53.2,23,w,0.0,0.0,10626.875,10626.88,10600.0,26.88,Feb-19,10631.01,,Feb-19,Individual,44274,2,20.0,40553,52.0,0,0,52.0,7000,2,11069.0,2000.0,0.0,142.0,417,27,20,27.0,,37.0,0,1,1,8,8,3,14,1,5,0,78.3,68763,44274,2000,61763
78869,78869,78869,5000,5000,5000, 36 months,8.81,158.56,7,,6,51554.0,Not Verified,Jan-19,Fully Paid,home_improvement,MD,11.71,Feb-89,,9,6592,40.2,23,w,0.0,0.0,5001.661333,5001.66,5000.0,1.66,Feb-19,5004.11,,May-19,Individual,286808,2,5.0,6235,83.0,0,5698,48.0,16400,4,31868.0,1802.0,76.0,65.0,359,36,5,51.0,4.0,,1,5,1,4,6,5,11,5,9,1,100.0,307582,13363,7500,7500
78930,78930,78930,3025,3025,3025, 36 months,7.56,94.18,7,7.0,5,60000.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,GA,18.78,Sep-06,64.0,15,6618,11.9,36,w,0.0,0.0,3055.79646,3055.8,3025.0,30.8,Feb-19,3057.07,,Mar-19,Individual,58942,5,15.0,52324,81.0,4,3330,49.0,55700,6,3929.0,35308.0,12.6,148.0,129,3,3,14.0,3.0,,3,4,5,7,21,10,15,4,15,2,97.1,120621,58942,40400,64921
78960,78960,78960,35000,35000,35000, 60 months,19.92,925.73,4,7.0,5,60000.0,Source Verified,Jan-19,Charged Off,debt_consolidation,CA,15.02,Jun-03,,9,6760,46.3,19,w,34307.68,34307.68,1812.73,1812.73,692.32,1120.41,Mar-19,925.73,Jun-19,May-19,Individual,50519,4,18.0,43759,125.0,0,6057,74.0,14600,2,6315.0,3643.0,62.4,187.0,166,38,18,56.0,11.0,,1,2,1,3,10,5,9,2,9,0,100.0,62991,50519,9700,48391
78967,78967,78967,15850,15850,15850, 60 months,10.33,339.35,6,10.0,6,95893.0,Verified,Jan-19,Fully Paid,debt_consolidation,NC,7.75,Feb-86,82.0,12,24286,51.8,24,w,0.0,0.0,15999.791309999999,15999.79,15850.0,149.79,Feb-19,16008.89,,Mar-19,Individual,642881,0,37.0,0,,2,9193,52.0,39300,2,53573.0,12514.0,56.6,215.0,395,10,10,10.0,10.0,,5,5,6,7,5,7,12,5,12,1,85.7,750100,24286,36800,0
78985,78985,78985,9600,9600,9600, 36 months,11.8,317.95,6,1.0,6,95000.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,TX,1.68,May-07,34.0,10,5463,20.0,22,w,0.0,0.0,9679.806848,9679.81,9600.0,79.81,Feb-19,5186.1,,Apr-19,Individual,191535,0,9.0,0,,5,1842,20.0,27300,8,19154.0,10045.0,33.5,125.0,140,6,6,6.0,9.0,34.0,3,4,4,8,4,9,16,4,10,3,89.5,217297,5463,15100,0
79006,79006,79006,20000,20000,20000, 36 months,14.47,688.13,5,4.0,5,193500.0,Not Verified,Jan-19,Fully Paid,credit_card,VA,13.77,May-06,12.0,11,15375,36.3,29,w,0.0,0.0,20850.66921,20850.67,20000.0,850.67,Apr-19,19340.49,,May-19,Individual,69637,3,2.0,54262,31.0,6,3682,34.0,42300,10,6331.0,25411.0,13.3,81.0,152,2,2,17.0,1.0,12.0,2,4,6,17,8,8,21,4,11,3,92.0,126051,69637,29300,83751
79021,79021,79021,10000,10000,10000, 36 months,6.46,306.31,7,1.0,5,39000.0,Not Verified,Jan-19,Fully Paid,moving,TX,12.25,Jun-10,,9,0,0.0,24,w,0.0,0.0,10086.87923,10086.88,10000.0,86.88,Apr-19,607.45,,May-19,Joint App,30394,6,18.0,30394,68.0,1,0,46.0,21200,2,3377.0,21200.0,0.0,103.0,102,5,5,5.0,21.0,,0,0,3,5,19,3,5,0,9,1,100.0,66042,30394,21200,44842
79023,79023,79023,5400,5400,5400, 36 months,8.19,169.7,7,1.0,6,55000.0,Source Verified,Jan-19,Fully Paid,credit_card,MD,24.59,Jan-06,,11,4694,16.8,23,w,0.0,0.0,5516.0205049999995,5516.02,5400.0,116.02,May-19,20.47,,May-19,Individual,174558,1,2.0,19221,101.0,4,2699,51.0,27900,5,17456.0,21015.0,16.9,156.0,156,16,2,16.0,16.0,,3,4,7,8,4,8,16,4,11,1,100.0,205070,23915,25300,19000
79042,79042,79042,2900,2900,2900, 36 months,10.33,94.03,6,5.0,5,51000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,PA,4.68,Jan-14,,4,76,1.6,8,w,0.0,0.0,2901.086058,2901.09,2900.0,1.09,Feb-19,2902.75,,Jan-19,Individual,4524,1,24.0,4448,53.0,0,76,34.0,4800,1,1131.0,924.0,7.6,54.0,60,29,24,29.0,20.0,,1,1,1,1,2,3,6,1,4,0,100.0,13142,4524,1000,8342
79046,79046,79046,20000,20000,20000, 60 months,16.91,496.09,5,,5,75000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,AZ,10.26,May-91,35.0,8,9540,40.1,19,w,0.0,0.0,20012.77533,20012.78,20000.0,12.78,Feb-19,20031.57,,May-19,Individual,18357,1,7.0,8817,88.0,5,4823,54.0,23800,7,2295.0,10686.0,43.8,146.0,332,1,1,8.0,7.0,,2,4,4,8,5,7,13,4,8,6,94.7,33800,18357,19000,10000
79058,79058,79058,2000,2000,1750, 36 months,11.31,65.78,6,,6,30000.0,Not Verified,Jan-19,Fully Paid,home_improvement,FL,10.32,May-85,,12,1299,3.9,26,f,0.0,0.0,2030.475379,1776.67,2000.0,30.48,Feb-19,2031.74,,May-19,Individual,9584,2,3.0,8219,82.0,3,492,21.0,36100,7,799.0,25301.0,4.9,66.0,404,13,3,13.0,13.0,,4,4,6,14,7,9,18,4,12,3,100.0,48628,9584,26600,10000
79071,79071,79071,15000,15000,15000, 36 months,12.98,505.27,6,1.0,5,45000.0,Source Verified,Jan-19,Charged Off,debt_consolidation,GA,15.47,Jul-13,19.0,12,7801,20.9,16,w,14310.25,14310.25,999.72,999.72,689.75,309.97,Mar-19,505.27,Jun-19,May-19,Individual,16837,1,6.0,9036,90.0,4,2130,36.0,37300,5,1403.0,17929.0,27.7,34.0,66,6,6,6.0,3.0,51.0,5,7,7,7,3,11,13,7,12,2,87.5,47300,16837,24800,10000
79075,79075,79075,20000,20000,20000, 36 months,10.33,648.45,6,1.0,5,155000.0,Not Verified,Jan-19,Charged Off,other,CA,3.55,Jul-11,,3,4520,18.8,11,w,19523.72,19523.72,636.97,636.97,476.28,160.69,Feb-19,648.45,Jun-19,May-19,Individual,11491,1,13.0,6971,67.0,1,4520,33.0,24000,3,3830.0,19480.0,18.8,49.0,90,7,7,38.0,0.0,,1,1,2,5,5,2,6,1,3,1,100.0,34415,11491,24000,10415
79115,79115,79115,4000,4000,3725, 36 months,11.31,131.55,6,8.0,6,68000.0,Verified,Jan-19,Fully Paid,medical,IN,32.92,Mar-13,21.0,11,2720,13.3,18,f,0.0,0.0,4001.7124,3726.59,4000.0,1.71,Feb-19,4004.22,,Apr-19,Individual,162680,5,1.0,22104,33.0,1,736,28.0,20500,4,14789.0,10264.0,6.7,69.0,65,6,1,58.0,1.0,21.0,1,2,2,4,8,5,8,2,11,2,94.4,230072,24824,11000,67199
79138,79138,79138,11600,11600,11600, 36 months,15.02,402.24,5,3.0,6,47240.0,Not Verified,Feb-19,Charged Off,debt_consolidation,TX,10.21,Apr-04,61.0,7,11759,45.2,12,w,0.0,0.0,794.8,794.8,517.31,277.49,Apr-19,402.24,,May-19,Individual,16432,1,10.0,4673,83.0,5,1964,52.0,26000,6,2347.0,10831.0,23.7,10.0,71,1,1,4.0,6.0,,2,4,4,5,1,6,8,4,7,5,90.9,31610,16432,14200,5610
79152,79152,79152,3000,3000,3000, 36 months,10.33,97.27,6,3.0,6,51000.0,Source Verified,Jan-19,Charged Off,debt_consolidation,NY,29.04,Jan-02,,8,785,2.0,20,w,2856.49,2856.49,192.82,192.82,143.51,49.31,Mar-19,97.27,Jun-19,May-19,Individual,68213,5,2.0,67428,66.0,2,5,36.0,38700,3,8527.0,37195.0,0.0,102.0,204,13,2,102.0,19.0,,1,2,2,3,15,3,5,2,8,1,100.0,127872,68213,37200,89172
79193,79193,79193,14400,14400,14400, 60 months,16.14,351.26,5,1.0,5,96000.0,Verified,Jan-19,Charged Off,debt_consolidation,CA,0.78,Aug-09,,8,1699,3.8,10,f,14242.42,14242.42,338.35,338.35,157.58,180.77,Mar-19,351.26,Jun-19,May-19,Individual,1699,0,,0,,4,1150,4.0,44400,4,283.0,42701.0,3.8,,113,4,4,4.0,0.0,,2,2,7,9,0,8,10,2,8,1,100.0,44400,1699,44400,0
79198,79198,79198,7200,7200,7200, 36 months,17.97,260.19,4,,6,46000.0,Source Verified,Jan-19,Charged Off,credit_card,CA,37.78,May-93,,21,31608,49.2,30,w,6893.59,6893.59,513.19,513.19,306.41,206.78,Mar-19,260.19,Jun-19,May-19,Individual,43584,1,17.0,11976,63.0,10,7984,52.0,64300,11,2075.0,16307.0,58.9,17.0,308,1,1,1.0,5.0,,7,13,9,12,1,20,28,13,21,6,100.0,83200,43584,39700,18900
79201,79201,79201,24000,24000,24000, 36 months,10.33,778.14,6,10.0,6,105000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,VA,7.13,Oct-02,69.0,14,7714,8.9,30,w,0.0,0.0,24151.51,24151.51,24000.0,151.51,Feb-19,24165.28,,Apr-19,Individual,83676,3,5.0,75962,69.0,4,5436,28.0,86800,7,5977.0,78086.0,9.0,164.0,195,1,1,1.0,6.0,69.0,4,4,10,18,6,11,24,4,14,6,93.3,171599,83676,85800,84799
79217,79217,79217,35000,35000,35000, 60 months,16.14,853.74,5,3.0,6,180000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,CA,10.48,Jul-96,38.0,19,10018,23.1,37,w,0.0,0.0,36395.686239999995,36395.69,35000.0,1395.69,Apr-19,34719.59,,May-19,Individual,466221,2,4.0,40932,94.0,7,3864,59.0,43400,14,25901.0,18684.0,19.8,127.0,270,4,4,6.0,3.0,38.0,5,9,10,13,12,16,23,9,19,7,78.8,728147,50950,23300,43572
79220,79220,79220,30000,30000,30000, 60 months,19.92,793.49,4,10.0,6,129000.0,Verified,Jan-19,Fully Paid,debt_consolidation,NY,13.71,Dec-11,,11,16077,80.4,16,w,0.0,0.0,31204.4423,31204.44,30000.0,1204.44,Apr-19,30444.15,,Apr-19,Joint App,446761,2,15.0,22954,62.0,5,3000,68.0,20000,7,40615.0,136.0,98.1,85.0,75,6,6,20.0,4.0,,4,8,4,4,6,8,9,8,11,2,100.0,480332,39031,7200,37132
79311,79311,79311,6000,6000,6000, 36 months,11.8,198.72,6,4.0,5,28000.0,Verified,Jan-19,Fully Paid,credit_card,OR,22.25,Nov-10,,11,8192,24.5,16,w,0.0,0.0,6209.148987,6209.15,6000.0,209.15,Apr-19,5815.64,,May-19,Individual,23198,4,5.0,15006,90.0,5,2797,46.0,33400,6,2109.0,14427.0,35.6,98.0,67,6,5,6.0,4.0,,3,4,4,5,4,7,12,4,11,2,100.0,50016,23198,22400,16616
79319,79319,79319,10000,10000,10000, 36 months,10.33,324.23,6,5.0,5,65000.0,Source Verified,Jan-19,Fully Paid,credit_card,IL,5.08,Oct-04,,2,9016,90.2,15,f,0.0,0.0,10003.90133,10003.9,10000.0,3.9,Feb-19,10009.64,,Jan-19,Individual,20948,1,100.0,11932,71.0,0,9016,78.0,10000,0,10474.0,984.0,90.2,171.0,129,49,49,50.0,,,1,1,1,4,10,1,5,1,2,0,100.0,26832,20948,10000,16832
79367,79367,79367,5000,5000,5000, 36 months,18.94,183.13,4,10.0,6,32000.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,TN,30.16,Aug-04,36.0,11,16879,45.6,32,w,0.0,0.0,5198.589226,5198.59,5000.0,198.59,Mar-19,5025.98,,May-19,Individual,24565,1,6.0,7686,58.0,1,2801,49.0,37000,3,2233.0,3157.0,54.9,172.0,157,18,6,18.0,1.0,36.0,2,8,2,5,14,10,15,8,11,1,96.9,50207,24565,7000,13207
79381,79381,79381,12000,12000,12000, 36 months,19.92,445.48,4,7.0,6,60000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,UT,9.96,Jun-07,,8,4728,59.1,14,w,0.0,0.0,12322.22568,12322.23,12000.0,322.23,Mar-19,149.59,,Mar-19,Individual,237487,2,14.0,10084,79.0,2,2921,72.0,8000,4,33927.0,3079.0,48.7,67.0,139,11,11,11.0,1.0,,1,3,1,3,4,4,6,3,8,1,100.0,252623,14812,6000,12699
79406,79406,79406,13000,13000,13000, 36 months,12.98,437.9,6,4.0,6,85000.0,Source Verified,Jan-19,Fully Paid,major_purchase,OH,10.41,Sep-09,,10,19847,40.3,18,w,0.0,0.0,13476.955259999999,13476.96,13000.0,476.96,Apr-19,12610.53,,May-19,Individual,210002,3,3.0,10394,83.0,1,9055,49.0,49200,4,21000.0,29353.0,40.3,112.0,97,19,3,19.0,3.0,,4,4,6,7,7,6,9,4,10,1,100.0,246725,30241,49200,12525
79414,79414,79414,4800,4800,4800, 36 months,18.94,175.81,4,4.0,5,30000.0,Verified,Jan-19,Fully Paid,other,CO,49.08,Jun-12,,10,3218,94.6,11,w,0.0,0.0,4902.750439,4902.75,4800.0,102.75,Feb-19,4912.85,,Mar-19,Joint App,56018,8,16.0,52800,72.0,0,2101,75.0,3400,1,5602.0,199.0,91.3,77.0,79,41,16,41.0,,,1,2,1,1,8,2,3,2,10,0,100.0,70042,56018,2300,66642
79424,79424,79424,20000,20000,20000, 36 months,7.02,617.73,7,10.0,6,59000.0,Verified,Jan-19,Fully Paid,debt_consolidation,AR,24.86,Dec-07,,6,18551,68.2,29,w,0.0,0.0,20109.83726,20109.84,20000.0,109.84,Feb-19,20117.64,,May-19,Individual,151621,1,2.0,44029,,2,11159,68.0,27200,3,25270.0,7116.0,69.1,133.0,129,13,2,41.0,15.0,,2,4,2,11,8,4,18,4,6,1,100.0,195675,62580,23000,43775
79435,79435,79435,5500,5500,5500, 36 months,11.8,182.16,6,1.0,6,44000.0,Not Verified,Jan-19,Fully Paid,credit_card,OH,15.85,Jul-06,,7,4386,34.5,15,w,0.0,0.0,5640.516986,5640.52,5500.0,140.52,Mar-19,5474.58,,Apr-19,Individual,178456,3,13.0,92339,80.0,1,2413,63.0,12700,3,25494.0,8314.0,34.5,128.0,150,9,9,9.0,0.0,,3,3,3,4,9,3,5,3,7,1,100.0,183392,96725,12700,85345
79487,79487,79487,9000,9000,9000, 36 months,14.47,309.66,5,9.0,5,70000.0,Verified,Jan-19,Charged Off,credit_card,NY,7.32,Feb-07,25.0,7,10184,55.7,24,f,8596.03,8596.03,604.85,604.85,403.97,200.88,Apr-19,309.66,Jun-19,May-19,Individual,63536,1,23.0,53352,,1,4514,56.0,18300,2,9077.0,7516.0,57.5,143.0,84,5,5,32.0,0.0,25.0,5,5,5,5,18,6,6,5,7,1,54.5,66405,63536,17700,48105
79491,79491,79491,5000,5000,5000, 36 months,13.56,169.83,5,6.0,5,285000.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,CA,14.19,Nov-94,,6,56148,97.1,14,w,0.0,0.0,5061.85452,5061.85,5000.0,61.85,Apr-19,5.51,,Apr-19,Individual,88054,2,9.0,31906,58.0,1,26677,78.0,57800,2,14676.0,1056.0,97.9,174.0,290,12,9,200.0,9.0,,3,4,3,5,8,4,6,4,6,2,100.0,113199,88054,51300,55399
79496,79496,79496,25000,25000,25000, 36 months,15.02,866.88,5,10.0,6,99000.0,Not Verified,Jan-19,Fully Paid,other,VT,13.05,Apr-06,16.0,18,4413,50.1,23,w,0.0,0.0,25816.34942,25816.35,25000.0,816.35,Mar-19,24991.19,,Apr-19,Joint App,257441,11,4.0,110341,104.0,1,2237,100.0,8800,6,16090.0,4187.0,51.3,100.0,153,1,1,1.0,5.0,24.0,3,3,3,5,11,6,11,3,18,4,82.6,285196,114754,8600,106396
79510,79510,79510,12000,12000,12000, 36 months,10.72,391.28,6,10.0,6,185000.0,Not Verified,Jan-19,Fully Paid,other,FL,16.97,Aug-03,,16,120707,37.9,28,w,0.0,0.0,12145.241109999999,12145.24,12000.0,145.24,Feb-19,12159.53,,Mar-19,Individual,363898,2,8.0,37191,0.0,2,17869,32.0,182900,5,22744.0,35689.0,48.1,160.0,185,13,2,13.0,3.0,,4,6,8,10,9,13,16,6,16,2,100.0,474705,157898,68700,85805
79512,79512,79512,14000,14000,14000, 36 months,6.46,428.84,7,8.0,5,85000.0,Not Verified,Jan-19,Fully Paid,credit_card,VA,4.83,Jul-02,,5,13325,30.6,13,w,0.0,0.0,14233.928440000005,14233.93,14000.0,233.93,Apr-19,13381.27,,May-19,Individual,13325,0,151.0,0,,2,6925,31.0,43500,2,2665.0,30175.0,30.6,151.0,198,10,10,10.0,11.0,,4,4,5,6,2,5,11,4,5,2,100.0,43500,13325,43500,0
79617,79617,79617,13000,13000,13000, 36 months,11.31,427.52,6,10.0,6,108000.0,Source Verified,Jan-19,Charged Off,credit_card,TX,13.0,Sep-14,,23,24499,21.4,29,w,12695.01,12695.01,419.35,419.35,304.99,114.36,Feb-19,427.52,Jun-19,May-19,Individual,236752,1,11.0,11636,78.0,16,12742,28.0,114400,18,10294.0,79161.0,20.8,49.0,52,6,6,6.0,8.0,,8,11,17,20,4,21,24,11,23,13,100.0,337068,36135,100000,15000
79637,79637,79637,20000,20000,20000, 60 months,19.92,528.99,4,3.0,6,50000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,PA,13.76,Nov-97,3.0,10,6035,25.3,15,w,0.0,0.0,20015.054,20015.05,20000.0,15.05,Feb-19,20037.18,,Feb-19,Individual,50781,2,12.0,8521,77.0,3,3972,42.0,23900,6,5078.0,14269.0,29.4,16.0,60,0,0,6.0,0.0,,5,6,5,7,2,7,9,6,10,3,80.0,93251,14556,20200,11022
79651,79651,79651,10000,10000,10000, 36 months,13.56,339.65,5,1.0,6,60000.0,Verified,Jan-19,Fully Paid,debt_consolidation,NJ,24.2,Jun-01,,11,7306,21.8,20,w,0.0,0.0,10291.052909999999,10291.05,10000.0,291.05,Mar-19,9966.47,,Apr-19,Individual,147666,3,6.0,19901,49.0,0,3470,37.0,33500,1,13424.0,19620.0,21.5,95.0,211,26,6,26.0,6.0,,2,3,5,9,5,7,14,3,11,1,100.0,206595,27207,25000,40442
79689,79689,79689,10000,10000,10000, 36 months,11.8,331.19,6,,6,28286.04,Not Verified,Jan-19,Charged Off,debt_consolidation,CA,21.93,Jul-95,,3,16674,71.9,5,w,0.0,0.0,649.27,649.27,468.0,181.27,Mar-19,331.19,,May-19,Individual,16674,0,62.0,0,,0,10594,72.0,23200,0,5558.0,6526.0,71.9,62.0,282,59,59,59.0,,,3,3,3,4,1,3,4,3,3,0,100.0,23200,16674,23200,0
79701,79701,79701,10000,10000,10000, 36 months,17.97,361.38,4,1.0,6,135000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,SC,11.12,Sep-95,10.0,11,5013,85.9,19,w,0.0,0.0,10305.90012,10305.9,10000.0,305.9,Apr-19,166.5,,Apr-19,Individual,182116,4,7.0,18568,75.0,0,2145,78.0,6000,6,16556.0,787.0,88.2,279.0,191,36,7,61.0,23.0,10.0,4,5,4,5,11,6,7,5,11,2,88.2,239865,23581,5300,52750
79734,79734,79734,10000,10000,10000, 36 months,18.94,366.26,4,,5,23916.0,Verified,Jan-19,Charged Off,credit_card,FL,16.46,Dec-89,32.0,6,5049,56.7,34,w,9579.86,9579.86,711.48,711.48,420.14,291.34,Mar-19,366.26,Jun-19,May-19,Individual,5049,0,44.0,0,,0,5049,57.0,8900,0,842.0,2051.0,71.1,44.0,349,30,30,30.0,,40.0,1,1,3,19,1,6,33,1,6,0,76.5,8900,5049,7100,0
79809,79809,79809,13000,13000,13000, 60 months,11.8,287.87,6,1.0,5,56000.0,Verified,Jan-19,Fully Paid,debt_consolidation,CA,24.37,Aug-13,,15,5427,13.9,19,w,0.0,0.0,13435.87847,13435.88,13000.0,435.88,Apr-19,12868.66,,May-19,Individual,33072,3,2.0,27645,82.0,2,2532,45.0,39000,6,2205.0,21451.0,19.4,64.0,65,17,2,17.0,2.0,,5,6,7,8,5,12,14,6,15,3,100.0,72927,33072,26600,33927
79825,79825,79825,20000,20000,20000, 36 months,8.19,628.49,7,6.0,6,60000.0,Source Verified,Jan-19,Fully Paid,credit_card,TX,12.5,Nov-03,26.0,20,13413,26.8,39,w,0.0,0.0,20385.97821,20385.98,20000.0,385.98,Mar-19,19766.59,,Apr-19,Individual,66598,11,21.0,53185,120.0,2,4901,71.0,50100,3,3330.0,22687.0,37.2,162.0,182,0,0,11.0,8.0,33.0,5,5,5,5,29,9,10,5,20,2,94.7,94298,66598,36100,44198
79843,79843,79843,15000,15000,15000, 36 months,6.46,459.47,7,10.0,5,58704.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,MA,4.44,Feb-10,,7,10685,27.5,18,w,0.0,0.0,15202.63349,15202.63,15000.0,202.63,Mar-19,14748.54,,May-19,Individual,10685,0,4.0,0,,5,4100,28.0,38900,7,1526.0,27600.0,27.6,104.0,107,7,4,7.0,,,3,4,6,13,4,7,14,4,7,4,100.0,38900,10685,38100,0
79861,79861,79861,10000,10000,9975, 60 months,26.31,301.25,3,4.0,4,65000.0,Source Verified,Jan-19,Charged Off,credit_card,IL,39.75,Jan-03,29.0,12,27532,61.5,17,f,9918.0,9893.2,272.02,271.34,82.0,190.02,Feb-19,301.25,Jun-19,May-19,Individual,55917,2,15.0,28385,50.0,2,13836,55.0,44800,3,4660.0,8640.0,67.9,56.0,192,4,4,34.0,5.0,29.0,3,8,5,9,2,10,15,8,12,2,94.1,102022,55917,26900,57222
79912,79912,79912,6000,6000,5975, 36 months,15.02,208.06,5,10.0,5,70000.0,Not Verified,Jan-19,Fully Paid,home_improvement,IL,9.6,Dec-04,13.0,6,2425,67.4,22,f,0.0,0.0,6065.1692729999995,6039.9,6000.0,65.17,Apr-19,5.08,,Mar-19,Individual,9359,1,45.0,6934,38.0,1,1534,43.0,3600,1,1872.0,82.0,95.7,165.0,169,5,5,70.0,7.0,13.0,2,3,2,5,10,5,11,3,6,1,86.4,21950,9359,1900,18350
79924,79924,79924,8000,8000,7975, 36 months,7.56,249.08,7,5.0,6,75000.0,Not Verified,Jan-19,Fully Paid,home_improvement,OH,15.31,Mar-04,79.0,12,7939,21.1,41,f,0.0,0.0,8002.184,7977.18,8000.0,2.18,Feb-19,8008.9,,May-19,Individual,149988,3,6.0,26140,59.0,5,4109,42.0,37600,9,12499.0,17561.0,31.1,160.0,178,11,6,11.0,6.0,79.0,2,2,3,7,25,8,15,2,12,3,95.1,203045,34079,25500,44183
79974,79974,79974,14400,14400,14400, 60 months,18.94,373.07,4,1.0,5,91000.0,Verified,Jan-19,Charged Off,debt_consolidation,CA,0.66,Dec-04,,5,302,1.3,5,w,14254.21,14254.21,342.77,342.77,145.79,196.98,Feb-19,373.07,Jun-19,May-19,Individual,302,0,,0,,3,194,1.0,23600,3,60.0,5798.0,5.0,,169,2,2,11.0,0.0,,2,2,3,3,0,5,5,2,5,3,100.0,23600,302,6100,0
79978,79978,79978,17450,17450,17450, 36 months,8.81,553.37,7,2.0,6,68200.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,TX,19.88,Apr-07,11.0,11,2878,6.3,17,w,0.0,0.0,17779.52116,17779.52,17450.0,329.52,Apr-19,15251.6,,Apr-19,Individual,113333,2,12.0,22184,69.0,2,140,32.0,45900,6,10303.0,42147.0,0.6,136.0,141,5,5,5.0,0.0,11.0,2,3,7,7,7,8,9,3,11,2,94.1,170279,25062,42400,32000
79993,79993,79993,6000,6000,6000, 36 months,14.47,206.44,5,3.0,6,155000.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,MO,23.54,Sep-85,,17,26445,44.4,59,w,0.0,0.0,6003.276533,6003.28,6000.0,3.28,Feb-19,6012.93,,Jan-19,Individual,240547,5,2.0,126122,69.0,2,10096,56.0,59500,7,14150.0,29739.0,45.9,148.0,400,13,2,13.0,0.0,,5,6,9,14,32,11,22,6,17,3,100.0,300449,152567,55000,147199
80006,80006,80006,20000,20000,20000, 60 months,13.56,460.82,5,1.0,6,102000.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,NC,14.69,Dec-05,31.0,13,20623,57.9,31,w,0.0,0.0,20010.248669999997,20010.25,20000.0,10.25,Feb-19,20040.38,,Apr-19,Individual,323993,5,28.0,7537,18.0,3,9926,37.0,35600,4,26999.0,14077.0,59.4,138.0,157,7,7,7.0,0.0,31.0,4,4,6,10,11,7,16,4,13,4,77.4,376779,28160,34700,41526
80042,80042,80042,16000,16000,16000, 36 months,12.98,538.95,6,3.0,5,51288.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,CA,8.05,Aug-11,40.0,19,5513,39.7,22,w,0.0,0.0,16007.84124,16007.84,16000.0,7.84,Feb-19,16030.92,,Mar-19,Individual,55208,9,5.0,49695,87.0,3,1847,78.0,13900,12,2906.0,3099.0,53.0,89.0,81,3,3,11.0,0.0,40.0,3,7,3,3,11,10,11,7,19,8,95.5,71032,55208,6600,57132
