loan_status,int_rate,purpose,addr_state,funded_amnt,installment,emp_length,annual_inc,last_pymnt_amnt,num_actv_rev_tl,num_sats,avg_cur_bal
Fully Paid,16.14%,debt_consolidation,KY,5500,193.75,8 years,50000.0,5581.21,2,8,8413.0
Fully Paid,15.02%,other,NY,35000,1213.63,3 years,250000.0,35075.64,4,8,12534.0
Late (31-120 days),8.19%,debt_consolidation,MI,4000,125.7,,20000.0,125.7,2,8,18803.0
Fully Paid,25.34%,home_improvement,TX,12000,354.62,8 years,113000.0,12045.27,17,26,7359.0
Charged Off,17.97%,debt_consolidation,WV,12000,433.65,,25488.0,433.65,5,8,1845.0
Fully Paid,17.97%,debt_consolidation,TX,14000,355.28,10+ years,73600.0,14226.04,6,12,8854.0
Fully Paid,18.94%,medical,WA,4200,153.83,10+ years,55000.0,3999.33,3,5,44533.0
In Grace Period,10.33%,debt_consolidation,TX,25000,810.56,4 years,90000.0,810.56,7,7,3008.0
In Grace Period,20.89%,credit_card,CA,5000,188.1,,50000.0,188.1,8,18,972.0
Fully Paid,15.02%,debt_consolidation,FL,21000,499.81,5 years,350000.0,21055.72,6,10,38249.0
Fully Paid,6.46%,credit_card,IN,6000,183.79,< 1 year,50000.0,510.83,5,10,7635.0
Fully Paid,8.19%,credit_card,TX,9600,301.68,4 years,65165.0,9456.81,3,9,5994.0
Fully Paid,7.56%,other,PA,10500,326.91,2 years,100000.0,10511.36,5,24,17775.0
In Grace Period,16.14%,debt_consolidation,SC,14000,341.5,10+ years,72068.0,341.5,4,10,20526.0
In Grace Period,16.14%,credit_card,FL,10000,352.27,1 year,57200.0,352.27,7,7,5640.0
In Grace Period,16.91%,credit_card,NC,16000,396.87,2 years,65000.0,396.87,9,12,5292.0
In Grace Period,8.19%,debt_consolidation,KS,17000,346.25,5 years,52000.0,346.25,5,6,2665.0
Fully Paid,16.91%,debt_consolidation,FL,30000,1068.24,2 years,125000.0,29341.39,4,8,5686.0
In Grace Period,7.56%,debt_consolidation,MN,30000,934.02,6 years,65000.0,934.02,6,22,22510.0
In Grace Period,7.56%,credit_card,IN,14000,435.88,3 years,55000.0,435.88,4,9,23499.0
Fully Paid,24.37%,debt_consolidation,GA,20000,788.55,3 years,93000.0,20328.52,8,16,21983.0
In Grace Period,26.31%,debt_consolidation,CA,5000,202.28,< 1 year,75650.0,202.28,4,5,1565.0
In Grace Period,17.97%,house,AZ,14000,355.28,< 1 year,102500.0,355.28,2,8,54230.0
Late (31-120 days),14.47%,other,CA,2000,68.82,2 years,55000.0,68.82,5,15,5026.0
Late (31-120 days),16.91%,home_improvement,CO,20000,712.16,3 years,177500.0,712.16,4,12,38340.0
In Grace Period,13.56%,credit_card,NJ,13000,441.54,9 years,75000.0,441.54,4,11,3882.0
Fully Paid,23.40%,debt_consolidation,TX,10000,389.19,< 1 year,20000.0,10034.84,5,7,19420.0
Fully Paid,27.27%,debt_consolidation,GA,17700,725.18,3 years,84000.0,18247.03,6,16,15637.0
Fully Paid,27.27%,debt_consolidation,WI,19700,807.12,< 1 year,52000.0,20294.19,5,16,9761.0
In Grace Period,6.46%,credit_card,FL,10000,306.31,10+ years,44000.0,306.31,6,8,19044.0
Fully Paid,23.40%,moving,TX,3000,116.76,5 years,80000.0,3016.54,10,15,5808.0
Fully Paid,26.31%,debt_consolidation,CO,22000,662.74,1 year,75000.0,22054.02,2,9,15688.0
Fully Paid,13.56%,credit_card,CA,10000,339.65,,42155.0,10186.63,7,7,848.0
Fully Paid,10.72%,car,TX,12000,259.24,1 year,94000.0,11857.45,2,11,2815.0
Fully Paid,12.98%,debt_consolidation,FL,3750,126.32,10+ years,106000.0,3770.28,2,10,9109.0
Fully Paid,8.81%,other,WA,18000,570.81,10+ years,130000.0,2027.1,3,6,72940.0
Fully Paid,14.47%,debt_consolidation,MI,20000,688.13,,78706.0,20041.64,8,9,9082.0
In Grace Period,17.97%,medical,PA,5000,180.69,3 years,190000.0,180.69,4,19,6503.0
Charged Off,12.98%,major_purchase,FL,15000,505.27,1 year,85000.0,0.0,5,6,5984.0
In Grace Period,20.89%,debt_consolidation,NJ,24000,647.8,10+ years,65000.0,647.8,6,8,4421.0
Fully Paid,6.46%,credit_card,TX,19000,581.99,1 year,145000.0,18649.13,3,8,44487.0
Fully Paid,10.33%,debt_consolidation,NY,1000,32.43,2 years,11000.0,760.03,1,2,2000.0
Fully Paid,23.40%,other,CA,3900,151.79,10+ years,73380.0,3886.87,6,13,3728.0
Fully Paid,17.97%,moving,TX,20000,507.55,4 years,165000.0,20313.14,5,20,22070.0
In Grace Period,18.94%,credit_card,GA,16000,586.02,10+ years,76000.0,586.02,4,7,2667.0
In Grace Period,14.47%,other,FL,20000,688.13,10+ years,28800.0,688.13,3,5,5374.0
Fully Paid,22.35%,debt_consolidation,MD,25000,695.46,10+ years,96900.0,25294.73,3,12,8846.0
Fully Paid,8.81%,credit_card,TX,5000,158.56,,14000.0,5007.56,3,5,785.0
Late (31-120 days),16.14%,other,CA,4800,169.09,,90000.0,169.09,7,15,35477.0
Late (31-120 days),16.91%,credit_card,CA,30000,744.13,2 years,106800.0,0.0,5,9,6159.0
Fully Paid,23.40%,debt_consolidation,WA,13450,523.46,,25338.36,13919.04,9,11,2139.0
Fully Paid,15.02%,house,IL,20500,710.85,2 years,100000.0,20369.58,2,3,554.0
Late (31-120 days),13.56%,debt_consolidation,VT,8000,271.72,2 years,45000.0,271.72,2,8,4761.0
Fully Paid,23.40%,car,MD,1000,38.92,5 years,72000.0,1003.41,1,12,4516.0
Late (31-120 days),17.97%,debt_consolidation,NC,30000,1084.13,< 1 year,91250.0,0.0,4,8,4516.0
In Grace Period,23.40%,other,TX,10000,389.19,3 years,100000.0,389.19,12,18,20797.0
Fully Paid,12.98%,other,AZ,10000,336.85,6 years,107000.0,9959.56,2,9,39964.0
Late (31-120 days),7.02%,home_improvement,CA,38100,1176.77,5 years,10000.0,1176.77,8,16,39609.0
Fully Paid,20.89%,credit_card,NY,7975,300.01,,35000.0,8067.55,5,7,20085.0
In Grace Period,16.14%,debt_consolidation,NV,10800,380.45,< 1 year,80000.0,380.45,6,8,9955.0
Fully Paid,10.72%,credit_card,AL,8000,260.86,< 1 year,178000.0,7934.84,6,14,22692.0
Fully Paid,23.40%,debt_consolidation,NY,21900,852.32,10+ years,65000.0,22046.44,7,15,1724.0
In Grace Period,11.80%,debt_consolidation,FL,5000,165.6,1 year,30000.0,165.6,2,2,455.0
Fully Paid,11.31%,debt_consolidation,OH,2400,78.93,6 years,125000.0,2387.33,3,5,85803.0
Fully Paid,8.19%,debt_consolidation,NY,16000,502.79,10+ years,81300.0,16123.76,2,11,1984.0
Fully Paid,10.72%,home_improvement,CO,32000,691.3,< 1 year,50000.0,32521.07,4,14,6546.0
In Grace Period,14.47%,debt_consolidation,SC,10000,235.13,2 years,125000.0,235.13,4,12,23595.0
Fully Paid,8.81%,credit_card,FL,5000,158.56,,54300.0,4934.91,1,4,32197.0
Late (31-120 days),7.02%,credit_card,CA,6575,203.08,< 1 year,65000.0,203.08,10,14,1978.0
In Grace Period,11.31%,debt_consolidation,RI,16000,526.18,10+ years,93000.0,526.18,4,9,3521.0
Fully Paid,8.81%,credit_card,NJ,5000,158.56,1 year,37000.0,5006.3,2,7,7982.0
Fully Paid,13.56%,car,WA,5000,169.83,8 years,30000.0,5052.73,0,4,0.0
Fully Paid,16.91%,debt_consolidation,NY,13000,322.46,10+ years,65000.0,13070.05,4,10,34691.0
In Grace Period,10.33%,debt_consolidation,AL,24000,778.14,10+ years,95000.0,778.14,5,11,2249.0
Fully Paid,7.02%,credit_card,PA,10000,308.87,8 years,51000.0,9843.71,2,4,6802.0
Fully Paid,15.02%,other,VA,3000,104.03,9 years,100000.0,3016.27,3,8,37181.0
Fully Paid,6.46%,debt_consolidation,MT,27000,827.04,6 years,141000.0,26538.18,5,13,29879.0
Fully Paid,6.46%,credit_card,GA,3025,92.66,< 1 year,35000.0,3040.2,3,4,330.0
In Grace Period,16.14%,debt_consolidation,CA,10000,352.27,3 years,56000.0,352.27,6,7,1445.0
Fully Paid,11.80%,credit_card,FL,10000,331.19,,43000.0,9935.04,3,6,20264.0
Late (31-120 days),24.37%,debt_consolidation,OH,3125,123.22,,9252.0,0.0,6,6,739.0
Late (31-120 days),11.31%,credit_card,WI,4200,138.13,< 1 year,32136.0,138.13,4,8,16170.0
Fully Paid,18.94%,other,AL,12500,323.85,4 years,29000.0,12489.14,4,11,5826.0
Fully Paid,17.97%,home_improvement,TX,10000,361.38,10+ years,64000.0,10025.86,8,18,9733.0
Fully Paid,23.40%,debt_consolidation,NY,7800,303.57,4 years,35000.0,70.98,6,15,1820.0
Fully Paid,13.56%,car,FL,3000,101.9,2 years,54000.0,2976.99,2,11,22536.0
Fully Paid,8.81%,credit_card,CO,11000,348.83,7 years,103000.0,11186.6,3,14,2707.0
Fully Paid,8.19%,home_improvement,CA,4000,125.7,2 years,100000.0,3932.55,2,11,56901.0
Fully Paid,8.19%,credit_card,CA,17000,346.25,3 years,60000.0,16658.27,3,9,36362.0
Late (31-120 days),16.14%,debt_consolidation,PA,20000,487.86,10+ years,69500.0,487.86,0,4,0.0
In Grace Period,14.47%,debt_consolidation,VA,28000,963.38,< 1 year,75387.0,963.38,8,13,7642.0
Late (31-120 days),11.80%,debt_consolidation,NJ,7000,231.84,2 years,120000.0,231.84,4,9,7087.0
Fully Paid,12.98%,other,CA,36000,818.75,8 years,100000.0,35679.35,4,12,24759.0
Fully Paid,16.91%,debt_consolidation,DE,18000,640.95,7 years,86000.0,18352.93,5,10,3650.0
In Grace Period,13.56%,debt_consolidation,IL,40000,921.64,10+ years,55000.0,921.64,2,15,25798.0
Fully Paid,17.97%,debt_consolidation,CA,25000,903.44,,75000.0,24409.11,3,8,58948.0
Fully Paid,15.02%,credit_card,WY,4625,160.38,1 year,35000.0,49.77,1,13,3425.0
Fully Paid,19.92%,home_improvement,NV,10000,371.23,5 years,50000.0,10028.66,11,27,5317.0
Fully Paid,26.31%,debt_consolidation,CA,32000,1294.6,< 1 year,75000.0,31542.48,8,13,8038.0
Fully Paid,26.31%,debt_consolidation,KY,16000,481.99,< 1 year,72800.0,16308.73,2,6,33037.0
Fully Paid,13.56%,debt_consolidation,NY,5000,169.83,3 years,19000.0,43.85,2,4,2565.0
In Grace Period,11.80%,debt_consolidation,NJ,3000,99.36,5 years,40000.0,99.36,11,37,1947.0
Fully Paid,17.97%,credit_card,GA,25000,634.43,10+ years,115011.0,25041.18,5,26,12154.0
Late (31-120 days),10.72%,credit_card,CA,20000,652.13,10+ years,135000.0,1311.9,8,11,4867.0
Fully Paid,14.47%,debt_consolidation,CA,26000,894.57,10+ years,175000.0,26413.82,3,7,56383.0
In Grace Period,8.81%,credit_card,OK,9000,285.41,1 year,55000.0,285.41,5,7,2870.0
Fully Paid,11.80%,debt_consolidation,OR,7200,238.46,6 years,29000.0,54.83,3,4,1332.0
In Grace Period,14.47%,debt_consolidation,NC,12700,436.97,< 1 year,37000.0,436.97,1,8,3369.0
Fully Paid,16.14%,debt_consolidation,AK,35000,853.74,10+ years,70000.0,35674.05,5,8,11254.0
Late (31-120 days),22.35%,debt_consolidation,MD,28425,790.74,3 years,67685.0,790.74,3,4,4403.0
Fully Paid,16.91%,debt_consolidation,MI,20000,712.16,7 years,65000.0,20025.55,7,17,690.0
Fully Paid,13.56%,other,TX,15000,509.47,< 1 year,80000.0,15307.55,2,11,10937.0
In Grace Period,27.27%,debt_consolidation,CA,35000,1074.4,< 1 year,55000.0,1074.4,12,14,17828.0
In Grace Period,19.92%,other,MN,12000,445.48,< 1 year,142000.0,445.48,2,17,8164.0
Fully Paid,25.34%,debt_consolidation,OH,26000,768.33,6 years,65000.0,26774.83,9,12,15724.0
Fully Paid,6.46%,debt_consolidation,TX,40000,1225.24,< 1 year,150000.0,38338.33,8,12,42495.0
Fully Paid,22.35%,debt_consolidation,NY,20000,556.37,3 years,60000.0,20040.98,4,8,2213.0
Fully Paid,10.33%,credit_card,MI,5000,162.12,3 years,60412.0,357.81,6,13,12334.0
Fully Paid,16.14%,credit_card,AZ,20000,487.86,1 year,65000.0,19952.43,8,18,14745.0
Late (16-30 days),23.40%,debt_consolidation,CO,30325,1180.21,< 1 year,54000.0,1180.21,3,7,3751.0
In Grace Period,18.94%,home_improvement,GA,3025,110.8,10+ years,32500.0,110.8,8,10,9628.0
In Grace Period,12.98%,credit_card,PA,40000,1347.38,1 year,95000.0,1347.38,4,6,32766.0
Fully Paid,13.56%,debt_consolidation,SC,17000,391.7,10+ years,43000.0,17217.41,3,6,23648.0
Fully Paid,10.72%,credit_card,FL,20000,432.07,7 years,74000.0,19722.32,7,16,44063.0
Late (31-120 days),14.47%,debt_consolidation,FL,20000,688.13,3 years,85000.0,752.45,8,18,4593.0
Fully Paid,13.56%,debt_consolidation,IL,14000,322.58,2 years,125000.0,8221.53,2,3,1770.0
Fully Paid,10.72%,debt_consolidation,LA,22000,717.34,10+ years,58000.0,534.35,2,6,4308.0
Fully Paid,8.81%,debt_consolidation,KS,14000,443.96,3 years,53000.0,13470.03,2,11,4461.0
Fully Paid,11.80%,other,AR,11000,364.31,,40000.0,11011.72,3,10,2806.0
In Grace Period,8.81%,credit_card,IL,12000,380.54,10+ years,88000.0,380.54,3,6,48427.0
Fully Paid,6.46%,credit_card,NC,40000,1225.24,1 year,80000.0,40285.3,6,16,10718.0
Fully Paid,10.72%,debt_consolidation,GA,12000,391.28,7 years,250000.0,11834.2,2,7,85817.0
Fully Paid,17.97%,debt_consolidation,FL,14000,505.93,4 years,96000.0,14237.01,9,12,10166.0
Late (31-120 days),17.97%,major_purchase,WI,15000,542.07,3 years,35000.0,542.07,1,3,4943.0
Fully Paid,13.56%,credit_card,NJ,4500,152.84,10+ years,55000.0,4528.82,2,8,2785.0
Fully Paid,6.46%,credit_card,AZ,16000,490.1,10+ years,74173.0,15334.33,13,18,20100.0
Charged Off,17.97%,debt_consolidation,NJ,30000,761.32,1 year,128000.0,761.32,6,8,3060.0
In Grace Period,16.14%,credit_card,TX,15000,528.4,2 years,100000.0,528.4,4,11,31222.0
In Grace Period,15.02%,debt_consolidation,TN,25000,595.02,7 years,220000.0,595.02,6,9,38305.0
Late (31-120 days),15.02%,major_purchase,IL,5000,173.38,5 years,45000.0,200.0,0,5,13465.0
Fully Paid,8.81%,credit_card,MS,16000,507.39,,70000.0,14748.94,3,4,94054.0
Late (31-120 days),14.47%,home_improvement,TX,3250,111.83,10+ years,43500.0,111.83,5,13,4096.0
Fully Paid,14.47%,credit_card,NC,11000,378.47,,28000.0,10660.02,7,12,4077.0
Fully Paid,15.02%,credit_card,TX,20000,476.01,10+ years,95000.0,20070.76,7,19,10744.0
Fully Paid,14.47%,home_improvement,SC,8675,298.48,10+ years,54000.0,8686.51,2,7,18172.0
In Grace Period,15.02%,moving,NY,25600,887.69,< 1 year,23162.11,887.69,6,11,342.0
Fully Paid,25.34%,other,MI,1000,39.94,10+ years,86000.0,1016.89,1,3,44999.0
Fully Paid,12.98%,other,CA,2000,67.37,4 years,95000.0,313.06,3,8,7997.0
Fully Paid,8.19%,debt_consolidation,OK,20000,628.49,5 years,160000.0,19218.24,6,8,51540.0
In Grace Period,11.80%,debt_consolidation,OK,10000,331.19,,67000.0,331.19,4,6,44666.0
Late (31-120 days),19.92%,debt_consolidation,NY,10000,371.23,< 1 year,57500.0,420.01,3,7,9618.0
In Grace Period,11.80%,debt_consolidation,GA,15500,343.23,3 years,130000.0,343.23,5,13,51839.0
Fully Paid,16.91%,debt_consolidation,RI,2200,78.34,1 year,65000.0,2161.36,3,6,7107.0
In Grace Period,19.92%,debt_consolidation,GA,40000,1057.98,2 years,67000.0,1110.88,7,19,30847.0
Fully Paid,7.02%,credit_card,AZ,2750,84.94,1 year,55000.0,2438.35,4,11,15004.0
Fully Paid,10.72%,debt_consolidation,TX,1600,52.18,< 1 year,50000.0,1541.04,8,9,173.0
Fully Paid,6.46%,credit_card,OR,9500,291.0,2 years,51000.0,9219.06,1,4,18097.0
Fully Paid,17.97%,debt_consolidation,PA,6000,216.83,< 1 year,84000.0,5852.57,9,12,1840.0
Late (31-120 days),19.92%,debt_consolidation,FL,12000,317.4,10+ years,84000.0,317.4,10,22,5773.0
Fully Paid,8.81%,credit_card,FL,7500,237.84,,19000.0,7199.53,5,7,948.0
Fully Paid,8.81%,debt_consolidation,GA,7100,225.16,2 years,50000.0,7134.75,3,10,983.0
Fully Paid,7.02%,debt_consolidation,CA,2500,77.22,,45000.0,2320.11,2,6,2902.0
Fully Paid,18.94%,car,KY,3200,117.21,1 year,122600.0,3270.57,11,28,19106.0
Fully Paid,19.92%,debt_consolidation,KY,24000,634.79,8 years,30000.0,26.59,4,15,7744.0
In Grace Period,17.97%,debt_consolidation,MN,12000,304.53,,52000.0,304.53,7,12,6323.0
Fully Paid,7.02%,debt_consolidation,KS,30000,926.59,10+ years,115000.0,29553.37,4,10,21999.0
Late (31-120 days),20.89%,home_improvement,FL,3000,112.86,,18648.0,135.5,5,8,1140.0
Fully Paid,27.27%,debt_consolidation,CA,25000,767.43,1 year,75000.0,25662.29,3,6,6637.0
Late (31-120 days),20.89%,debt_consolidation,TX,30500,823.25,5 years,65000.0,823.25,2,11,24618.0
Fully Paid,26.31%,debt_consolidation,CA,13200,397.65,10+ years,60000.0,13489.41,11,16,5350.0
Fully Paid,19.92%,debt_consolidation,AL,12000,317.4,1 year,40000.0,12356.99,3,5,8082.0
Fully Paid,19.92%,credit_card,NV,21000,779.58,10+ years,105000.0,21185.92,13,16,16426.0
Fully Paid,23.40%,home_improvement,CT,1000,38.92,,26052.0,958.94,4,8,908.0
Late (31-120 days),26.31%,debt_consolidation,OK,30000,903.73,10+ years,75000.0,903.73,3,10,31457.0
Fully Paid,16.14%,debt_consolidation,IL,10000,243.93,3 years,34000.0,10147.8,1,3,10036.0
Fully Paid,16.14%,debt_consolidation,OH,21000,739.75,10+ years,153000.0,26.95,7,13,21208.0
In Grace Period,6.46%,debt_consolidation,NY,40000,1225.24,1 year,270000.0,1225.24,10,20,34202.0
Fully Paid,10.33%,credit_card,SC,12200,395.56,7 years,33089.0,11787.89,4,7,23904.0
Fully Paid,11.80%,credit_card,MA,6025,199.55,,10128.0,6031.52,3,5,704.0
Fully Paid,8.81%,debt_consolidation,MA,20000,634.23,6 years,99700.0,20044.05,12,22,2686.0
In Grace Period,14.47%,credit_card,CA,10000,235.13,10+ years,187500.0,235.13,5,7,3594.0
Fully Paid,8.19%,credit_card,TX,6500,204.26,6 years,65000.0,6558.57,4,17,7317.0
Fully Paid,10.72%,debt_consolidation,NJ,13000,423.89,10+ years,100000.0,13092.91,11,16,19169.0
Fully Paid,8.19%,debt_consolidation,NJ,25000,785.61,< 1 year,50000.0,25047.21,7,15,9545.0
Fully Paid,12.98%,credit_card,NH,20000,454.86,< 1 year,75000.0,19891.37,4,9,4714.0
Fully Paid,10.33%,debt_consolidation,IL,30000,972.68,3 years,65000.0,9533.86,3,11,4340.0
Fully Paid,22.35%,debt_consolidation,VA,35000,973.64,10+ years,166000.0,35868.37,5,14,49469.0
Fully Paid,13.56%,credit_card,TX,20000,679.29,2 years,38000.0,20047.01,3,6,4660.0
Fully Paid,17.97%,debt_consolidation,NJ,40000,1015.09,< 1 year,80000.0,40259.57,5,9,57845.0
Fully Paid,15.02%,credit_card,FL,6000,208.06,5 years,70000.0,6060.08,6,10,1708.0
Fully Paid,16.14%,debt_consolidation,FL,11000,387.49,10+ years,56984.0,10686.79,5,8,19771.0
Fully Paid,11.80%,debt_consolidation,FL,4000,132.48,1 year,32000.0,3971.52,4,10,13176.0
Fully Paid,11.31%,credit_card,KY,15000,328.47,10+ years,81000.0,126.96,3,14,14620.0
Fully Paid,11.31%,home_improvement,WI,40000,1315.43,10+ years,110000.0,39515.63,5,21,18150.0
Fully Paid,16.14%,other,AZ,14500,353.7,3 years,86000.0,82.64,7,11,5149.0
Fully Paid,15.02%,credit_card,OR,32000,1109.61,6 years,102000.0,31720.85,5,14,18119.0
Fully Paid,15.02%,credit_card,FL,12000,416.11,2 years,116000.0,11967.34,4,10,4973.0
Fully Paid,20.89%,debt_consolidation,MN,9500,357.38,10+ years,62000.0,9570.51,24,28,12202.0
Fully Paid,8.81%,home_improvement,TX,5000,158.56,6 years,108000.0,5045.06,6,23,10265.0
Fully Paid,10.72%,debt_consolidation,TX,20000,652.13,3 years,101000.0,19190.54,11,33,9488.0
Fully Paid,10.33%,debt_consolidation,CA,12000,389.07,7 years,63000.0,11585.06,22,29,6742.0
Fully Paid,11.80%,other,CA,27000,597.88,10+ years,80000.0,26718.7,2,8,3190.0
Fully Paid,8.19%,home_improvement,PA,15000,305.52,3 years,225000.0,72.4,1,7,87313.0
Fully Paid,8.81%,credit_card,NJ,6000,190.27,< 1 year,50000.0,6004.77,1,8,25876.0
Late (31-120 days),26.31%,other,NC,5000,202.28,3 years,68000.0,202.28,5,8,32366.0
Fully Paid,20.89%,credit_card,CA,35000,944.71,< 1 year,96000.0,36152.4,5,8,4644.0
Fully Paid,12.98%,debt_consolidation,FL,10000,227.43,3 years,67000.0,10005.21,2,27,4711.0
Fully Paid,8.81%,credit_card,AL,20250,642.16,9 years,75000.0,20519.54,8,20,14862.0
In Grace Period,10.72%,debt_consolidation,CO,12000,391.28,1 year,90000.0,391.28,2,6,27863.0
Fully Paid,8.19%,credit_card,TX,15000,471.37,10+ years,42000.0,14382.08,2,6,37612.0
Fully Paid,8.81%,debt_consolidation,CO,25000,516.66,10+ years,105000.0,24913.48,6,15,20585.0
Fully Paid,11.31%,home_improvement,CA,15000,493.29,10+ years,52000.0,15207.76,3,11,20279.0
Fully Paid,10.72%,credit_card,MI,10000,326.07,10+ years,78452.0,9673.08,4,11,824.0
In Grace Period,27.27%,debt_consolidation,NY,2500,102.43,< 1 year,40000.0,102.43,3,3,532.0
Fully Paid,13.56%,debt_consolidation,TX,19000,437.78,10+ years,100000.0,19065.96,1,5,72796.0
Fully Paid,6.46%,credit_card,TX,25000,765.77,10+ years,90000.0,25208.92,7,14,2830.0
Fully Paid,7.02%,moving,NV,5500,169.88,10+ years,115000.0,22.52,2,7,35746.0
Fully Paid,14.47%,debt_consolidation,NC,12000,412.88,4 years,110000.0,11702.01,5,27,13704.0
Fully Paid,12.98%,credit_card,NJ,23000,523.09,2 years,115000.0,23120.35,13,24,6447.0
Fully Paid,8.81%,other,WA,8000,253.7,4 years,46500.0,8012.1,1,5,96832.0
In Grace Period,14.47%,debt_consolidation,VA,10000,344.07,4 years,44000.0,344.07,2,3,3677.0
Fully Paid,12.98%,credit_card,NJ,10000,336.85,2 years,22000.0,10182.15,2,4,4550.0
Fully Paid,7.02%,credit_card,FL,35000,1081.02,3 years,90000.0,3418.89,3,9,7151.0
In Grace Period,15.02%,credit_card,IN,12000,285.61,10+ years,80000.0,285.61,6,19,8193.0
In Grace Period,16.91%,debt_consolidation,FL,33600,833.43,4 years,97000.0,833.43,14,17,26034.0
Fully Paid,11.80%,credit_card,NJ,10500,347.75,10+ years,87000.0,10177.39,11,20,2731.0
Fully Paid,6.46%,house,KS,6000,183.79,3 years,85000.0,5573.89,3,8,1362.0
Fully Paid,15.02%,credit_card,NM,12000,416.11,10+ years,110000.0,11981.41,1,10,21045.0
In Grace Period,14.47%,car,GA,5000,172.04,5 years,45000.0,172.04,5,23,18089.0
Fully Paid,10.72%,debt_consolidation,NJ,13500,440.19,7 years,152000.0,13513.07,4,5,39092.0
Fully Paid,18.94%,vacation,PA,25000,915.65,5 years,168400.0,14287.33,7,8,10607.0
Fully Paid,8.81%,debt_consolidation,PA,40000,1268.46,10+ years,160000.0,40032.3,7,14,14446.0
Fully Paid,10.72%,credit_card,WV,14500,313.25,6 years,60000.0,14727.52,2,8,7314.0
Fully Paid,6.46%,debt_consolidation,AZ,12500,382.89,10+ years,75000.0,7935.9,5,7,2575.0
Late (31-120 days),27.27%,debt_consolidation,FL,9500,389.22,3 years,74800.0,0.0,2,15,5018.0
Fully Paid,15.02%,other,CA,8000,277.41,10+ years,73000.0,8070.09,3,8,51825.0
In Grace Period,11.31%,debt_consolidation,NJ,8000,263.09,< 1 year,69000.0,263.09,10,16,6333.0
Fully Paid,20.89%,debt_consolidation,SC,30000,1128.56,10+ years,109000.0,30057.45,4,12,5344.0
Fully Paid,11.31%,debt_consolidation,PA,17000,559.06,6 years,102000.0,17301.55,4,10,8673.0
Fully Paid,16.14%,credit_card,CT,10000,352.27,9 years,50000.0,9727.8,6,7,2203.0
Fully Paid,17.97%,home_improvement,WA,5000,180.69,< 1 year,44000.0,5008.24,6,8,7109.0
Fully Paid,18.94%,credit_card,OH,15000,549.39,10+ years,94000.0,15228.86,11,20,14061.0
In Grace Period,22.35%,debt_consolidation,MN,34000,945.83,6 years,96000.0,33687.0,7,14,6031.0
Fully Paid,10.33%,home_improvement,GA,40000,856.4,10+ years,90000.0,40548.29,6,9,23184.0
Fully Paid,7.56%,credit_card,MA,6025,187.59,7 years,30000.0,6076.53,3,6,2370.0
Fully Paid,12.98%,debt_consolidation,CO,14000,318.4,1 year,72000.0,13821.79,4,15,28227.0
Fully Paid,11.80%,credit_card,IL,30000,664.31,7 years,250000.0,29554.92,3,14,23816.0
Fully Paid,17.97%,debt_consolidation,IL,11000,279.15,10+ years,45000.0,11086.22,3,14,11197.0
Fully Paid,19.92%,debt_consolidation,CA,10000,264.5,3 years,131000.0,10154.93,4,10,13323.0
Late (31-120 days),7.02%,debt_consolidation,IL,21000,648.62,2 years,70000.0,0.0,3,9,4700.0
Fully Paid,18.94%,debt_consolidation,TN,30000,777.23,8 years,66000.0,29897.47,5,13,24863.0
